%Mission: MLO2022
%Operator: 
%Time: 2022,05,14,20:41:43.918
%File: C:\Users\pop\Documents\5STARG_Data\5STARG_20220514_204143_RADIOMETERS.dat
%Notes: 
YYYY,MM,DD,hh:mm:ss,state,elev_set,azi_set,elev_pid_out,azi_pid_out,CH1_0,CH1_2,CH1_4,CH2_0,CH2_2,CH2_4,CH3_0,CH3_2,CH3_4,CH4_0,CH4_2,CH4_4,CH5_0,CH5_2,CH5_4,Here,CH6_0,CH6_2,CH6_4,CH7_0,CH7_2,CH7_4,CH8_0,CH8_2,CH8_4,CH9_0,CH9_2,CH9_4,SPARE,5vRef_Temp,12POS_0_33,12NEG_0_33
2022,05,14,20:44:14.380,sun,0.000,0.000000,-0.003813,-23.176550,-1.46935,-10.29773,-9.72634,-1.70406,-10.14068,-9.69056,-1.85849,-10.14229,-9.68577,-1.88428,-10.16919,-9.72578,-1.57326,-10.21776,-9.70238,-1.66905,0.00196,-1.80816,-10.23758,-9.67113,-0.52015,-10.11284,-9.69095,-1.47254,-10.08582,-9.68372,-9.63679,-9.62333,-9.70877,0.57088,3.98666,-3.96933
2022,05,14,20:44:14.630,sun,0.000,0.000000,-0.003182,-15.678793,-1.46956,-10.33528,-9.75850,-1.70337,-10.19647,-9.72417,-1.85876,-10.17819,-9.70720,-1.88374,-10.20131,-9.69916,-1.57324,-10.15648,-9.66029,-1.66908,0.00196,-1.80812,-10.20636,-9.62290,-0.51908,-10.07425,-9.67955,-1.47207,-10.06172,-9.70221,-9.65821,-9.65617,-9.74032,0.57085,3.98672,-3.96939
2022,05,14,20:44:14.879,sun,0.000,0.000000,-0.002397,0.418167,-1.46844,-10.30668,-9.72602,-1.70280,-10.15237,-9.67287,-1.85813,-10.13396,-9.68588,-1.88338,-10.13558,-9.71377,-1.57300,-10.20195,-9.70117,-1.66912,0.00193,-1.80777,-10.22080,-9.66506,-0.52047,-10.11029,-9.69359,-1.47225,-10.11154,-9.68575,-9.63875,-9.62554,-9.70399,0.57081,3.98663,-3.96939
2022,05,14,20:44:15.129,sun,0.000,0.000000,-0.004403,-28.783639,-1.46786,-10.33059,-9.75467,-1.70217,-10.21169,-9.70543,-1.85825,-10.17218,-9.70642,-1.88297,-10.20416,-9.70072,-1.57290,-10.17324,-9.68064,-1.66909,0.00191,-1.80644,-10.20480,-9.63761,-0.51889,-10.07277,-9.67224,-1.47104,-10.08482,-9.70284,-9.65103,-9.65545,-9.74051,0.57085,3.98659,-3.96943
2022,05,14,20:44:15.380,sun,0.000,0.000000,-0.002087,2.873372,-1.46769,-10.28890,-9.72909,-1.70188,-10.15888,-9.68748,-1.85730,-10.14051,-9.68798,-1.88272,-10.16542,-9.70404,-1.57219,-10.22146,-9.69255,-1.66915,0.00196,-1.80656,-10.24005,-9.67811,-0.51962,-10.08975,-9.69081,-1.47119,-10.10772,-9.69089,-9.62164,-9.62243,-9.70780,0.57084,3.98664,-3.96945
2022,05,14,20:44:15.630,sun,0.000,0.000000,-0.002841,-21.107990,-1.46803,-10.31453,-9.75813,-1.70250,-10.21387,-9.72375,-1.85830,-10.16614,-9.70365,-1.88235,-10.20009,-9.69981,-1.57275,-10.17374,-9.68309,-1.66909,0.00187,-1.80657,-10.19803,-9.64207,-0.52022,-10.07876,-9.66740,-1.47100,-10.08775,-9.70550,-9.65613,-9.64053,-9.73045,0.57083,3.98660,-3.96947
2022,05,14,20:44:15.880,sun,0.000,0.000000,-0.001772,-2.772557,-1.46733,-10.29084,-9.71916,-1.70143,-10.17265,-9.69591,-1.85722,-10.11639,-9.68353,-1.88212,-10.17462,-9.72163,-1.57196,-10.20999,-9.70492,-1.66914,0.00186,-1.80611,-10.22014,-9.66893,-0.52034,-10.11778,-9.68024,-1.47033,-10.10680,-9.69120,-9.63677,-9.61281,-9.69865,0.57079,3.98657,-3.96946
2022,05,14,20:44:16.129,sun,0.000,0.000000,-0.003002,-24.522079,-1.46696,-10.33469,-9.74928,-1.70112,-10.21010,-9.72775,-1.85722,-10.17374,-9.69664,-1.88185,-10.21102,-9.71249,-1.57226,-10.14654,-9.67979,-1.66917,0.00191,-1.80594,-10.18805,-9.64035,-0.51988,-10.08241,-9.67684,-1.47046,-10.08286,-9.71062,-9.66548,-9.65290,-9.72428,0.57079,3.98661,-3.96944
2022,05,14,20:44:16.379,sun,0.000,0.000000,-0.002647,-24.092846,-1.46744,-10.29887,-9.73170,-1.70256,-10.16898,-9.69426,-1.85904,-10.13479,-9.66916,-1.88169,-10.17604,-9.72073,-1.57246,-10.19096,-9.70297,-1.66918,0.00191,-1.80636,-10.22438,-9.67084,-0.52115,-10.11079,-9.69300,-1.47047,-10.09585,-9.69437,-9.63793,-9.63412,-9.71465,0.57082,3.98657,-3.96948
2022,05,14,20:44:16.630,sun,0.000,0.000000,-0.002161,-0.613336,-1.46677,-10.33749,-9.76812,-1.70150,-10.20001,-9.72664,-1.85736,-10.18496,-9.69830,-1.88153,-10.21787,-9.71371,-1.57211,-10.17547,-9.67499,-1.66917,0.00185,-1.80585,-10.19605,-9.63103,-0.52099,-10.08718,-9.67646,-1.47025,-10.06452,-9.70427,-9.66886,-9.66022,-9.74198,0.57080,3.98658,-3.96944
2022,05,14,20:44:16.880,sun,0.000,0.000000,-0.002024,-21.793206,-1.46615,-10.30042,-9.72923,-1.70140,-10.13472,-9.69242,-1.85716,-10.14488,-9.68410,-1.88133,-10.16400,-9.72088,-1.57137,-10.22022,-9.68752,-1.66914,0.00190,-1.80513,-10.22547,-9.64465,-0.51995,-10.10330,-9.69353,-1.46931,-10.09226,-9.69814,-9.63981,-9.62490,-9.71069,0.57080,3.98664,-3.96945
2022,05,14,20:44:17.130,sun,0.000,0.000000,-0.001416,-21.880438,-1.46601,-10.33105,-9.76044,-1.70112,-10.19356,-9.71389,-1.85665,-10.18070,-9.70601,-1.88110,-10.18809,-9.70825,-1.57138,-10.17649,-9.67912,-1.66916,0.00192,-1.80538,-10.19514,-9.63297,-0.52040,-10.08741,-9.68111,-1.46958,-10.08288,-9.69366,-9.65618,-9.65207,-9.73045,0.57085,3.98663,-3.96946
2022,05,14,20:44:17.380,sun,0.000,0.000000,-0.001555,-17.030419,-1.46565,-10.29746,-9.73381,-1.70065,-10.16738,-9.67970,-1.85662,-10.14634,-9.69377,-1.88097,-10.15030,-9.71823,-1.57186,-10.20766,-9.70536,-1.66917,0.00192,-1.80482,-10.23166,-9.67140,-0.51998,-10.10755,-9.69573,-1.46928,-10.10722,-9.68531,-9.64102,-9.63616,-9.70835,0.57080,3.98657,-3.96947
2022,05,14,20:44:17.629,sun,0.000,0.000000,-0.001576,-17.956390,-1.46502,-10.31267,-9.75402,-1.70022,-10.19959,-9.72232,-1.85652,-10.17715,-9.70556,-1.88076,-10.21094,-9.69959,-1.57154,-10.17979,-9.68166,-1.66915,0.00194,-1.80536,-10.19763,-9.63631,-0.52046,-10.07417,-9.67906,-1.46966,-10.08180,-9.70733,-9.65084,-9.65561,-9.74371,0.57082,3.98664,-3.96945
2022,05,14,20:44:17.880,sun,0.000,0.000000,-0.001551,-14.112459,-1.46547,-10.28150,-9.72357,-1.70052,-10.16758,-9.69394,-1.85627,-10.13228,-9.69082,-1.88065,-10.18252,-9.71385,-1.57115,-10.22016,-9.70818,-1.66912,0.00190,-1.80457,-10.23197,-9.66971,-0.52058,-10.09730,-9.69235,-1.46908,-10.09872,-9.69067,-9.63441,-9.61968,-9.70695,0.57079,3.98662,-3.96946
2022,05,14,20:44:18.130,sun,0.000,0.000000,-0.000855,4.171417,-1.46538,-10.32947,-9.75130,-1.70044,-10.21539,-9.71832,-1.85597,-10.14202,-9.70437,-1.88056,-10.20410,-9.71006,-1.57140,-10.17297,-9.67615,-1.66917,0.00191,-1.80539,-10.20319,-9.63885,-0.52148,-10.08038,-9.66481,-1.46922,-10.08589,-9.71224,-9.66602,-9.64850,-9.73265,0.57082,3.98657,-3.96944
2022,05,14,20:44:18.380,sun,0.000,0.000000,-0.001126,-4.592945,-1.46500,-10.30082,-9.71559,-1.70040,-10.17621,-9.69413,-1.85647,-10.12405,-9.68584,-1.88050,-10.17539,-9.71816,-1.57151,-10.18751,-9.69815,-1.66915,0.00187,-1.80469,-10.22849,-9.67296,-0.52034,-10.10769,-9.68992,-1.46892,-10.09688,-9.68968,-9.64718,-9.63575,-9.70425,0.57084,3.98660,-3.96945
2022,05,14,20:44:18.630,sun,0.000,0.000000,0.000874,-1.524985,-1.46499,-10.32688,-9.75300,-1.70012,-10.20701,-9.72187,-1.85622,-10.17361,-9.69205,-1.88035,-10.20313,-9.70923,-1.57187,-10.15914,-9.67798,-1.66915,0.00186,-1.80410,-10.17372,-9.62180,-0.52078,-10.08394,-9.67948,-1.46878,-10.07525,-9.71341,-9.67260,-9.66455,-9.75500,0.57080,3.98664,-3.96947
2022,05,14,20:44:18.880,sun,0.000,0.000000,-0.000249,-6.667616,-1.46526,-10.30163,-9.73299,-1.70107,-10.14466,-9.67705,-1.85719,-10.13644,-9.68384,-1.88028,-10.17074,-9.71704,-1.57193,-10.19528,-9.69357,-1.66911,0.00191,-1.80512,-10.23313,-9.66010,-0.52148,-10.11078,-9.69764,-1.46933,-10.08563,-9.68666,-9.63594,-9.62657,-9.70866,0.57082,3.98656,-3.96945
2022,05,14,20:44:19.129,sun,0.000,0.000000,0.000177,7.282563,-1.46503,-10.32761,-9.76164,-1.69988,-10.19256,-9.71990,-1.85596,-10.17961,-9.70582,-1.88014,-10.19055,-9.70132,-1.57183,-10.16532,-9.67064,-1.66912,0.00191,-1.80452,-10.20041,-9.62375,-0.52109,-10.08755,-9.68147,-1.46842,-10.07086,-9.69980,-9.66267,-9.65527,-9.74142,0.57084,3.98662,-3.96947
2022,05,14,20:44:19.379,sun,0.000,0.000000,0.001957,4.701081,-1.46472,-10.29807,-9.72920,-1.69983,-10.17278,-9.68708,-1.85545,-10.14309,-9.68724,-1.88003,-10.15315,-9.71317,-1.57105,-10.22313,-9.70810,-1.66904,0.00189,-1.80374,-10.22469,-9.66454,-0.52020,-10.11317,-9.69367,-1.46812,-10.10379,-9.67709,-9.63321,-9.62803,-9.71275,0.57085,3.98660,-3.96945
2022,05,14,20:44:19.630,sun,0.000,0.000000,0.001857,3.713151,-1.46489,-10.32561,-9.76092,-1.69989,-10.21988,-9.70784,-1.85581,-10.17561,-9.70347,-1.87988,-10.18753,-9.70495,-1.57176,-10.18026,-9.68218,-1.66914,0.00194,-1.80467,-10.21005,-9.64474,-0.52105,-10.08158,-9.67691,-1.46873,-10.08287,-9.70219,-9.65540,-9.64879,-9.73003,0.57086,3.98661,-3.96941
2022,05,14,20:44:19.880,sun,0.000,0.000000,0.001463,-5.177817,-1.46435,-10.29086,-9.73150,-1.69984,-10.17687,-9.68351,-1.85564,-10.14147,-9.68879,-1.87983,-10.16715,-9.70572,-1.57181,-10.21666,-9.70386,-1.66909,0.00192,-1.80399,-10.23773,-9.67290,-0.52009,-10.09528,-9.69455,-1.46756,-10.10074,-9.69050,-9.62588,-9.63318,-9.71626,0.57086,3.98660,-3.96944
2022,05,14,20:44:20.130,sun,0.000,0.000000,0.002513,13.968082,-1.46404,-10.31288,-9.75560,-1.69888,-10.22087,-9.72717,-1.85483,-10.15914,-9.70357,-1.87970,-10.19965,-9.69018,-1.57142,-10.17648,-9.68247,-1.66912,0.00197,-1.80395,-10.19151,-9.62849,-0.52055,-10.07973,-9.67004,-1.46837,-10.07380,-9.70711,-9.65798,-9.65363,-9.73993,0.57089,3.98664,-3.96946
2022,05,14,20:44:20.379,sun,0.000,0.000000,0.002003,-2.850281,-1.46444,-10.29517,-9.71780,-1.69943,-10.17314,-9.69651,-1.85464,-10.12270,-9.68484,-1.87967,-10.18208,-9.71988,-1.57101,-10.20234,-9.68825,-1.66910,0.00193,-1.80369,-10.23695,-9.67252,-0.52035,-10.10950,-9.67984,-1.46769,-10.11111,-9.69477,-9.64691,-9.62537,-9.71045,0.57093,3.98660,-3.96943
2022,05,14,20:44:20.629,sun,0.000,0.000000,0.002927,7.958119,-1.46411,-10.32254,-9.75049,-1.69932,-10.21937,-9.72470,-1.85505,-10.16560,-9.70049,-1.87960,-10.21091,-9.70544,-1.57155,-10.16198,-9.68212,-1.66910,0.00190,-1.80308,-10.17890,-9.63133,-0.51999,-10.08223,-9.67434,-1.46780,-10.08527,-9.70380,-9.66024,-9.65737,-9.73031,0.57087,3.98665,-3.96941
2022,05,14,20:44:20.880,sun,0.000,0.000000,0.002113,3.880968,-1.46459,-10.30056,-9.72573,-1.69972,-10.16940,-9.69871,-1.85591,-10.14392,-9.67558,-1.87950,-10.16483,-9.71144,-1.57160,-10.19764,-9.70008,-1.66913,0.00188,-1.80317,-10.21033,-9.65638,-0.52022,-10.10974,-9.69209,-1.46841,-10.09857,-9.69147,-9.64577,-9.63741,-9.72458,0.57090,3.98662,-3.96943
2022,05,14,20:44:21.130,sun,0.000,0.000000,0.003321,8.311574,-1.46437,-10.33046,-9.76058,-1.69899,-10.20620,-9.72114,-1.85502,-10.17903,-9.69688,-1.87945,-10.20173,-9.69561,-1.57159,-10.15852,-9.67134,-1.66915,0.00193,-1.80384,-10.20269,-9.63670,-0.52082,-10.08604,-9.67934,-1.46822,-10.07375,-9.70751,-9.66227,-9.66109,-9.74635,0.57088,3.98664,-3.96940
2022,05,14,20:44:21.380,sun,0.000,0.000000,0.005828,11.887251,-1.46407,-10.30307,-9.72945,-1.69960,-10.15050,-9.69273,-1.85503,-10.14447,-9.69033,-1.87937,-10.17564,-9.71921,-1.57131,-10.22248,-9.69134,-1.66909,0.00193,-1.80336,-10.24068,-9.65745,-0.52024,-10.10863,-9.69662,-1.46761,-10.09500,-9.68812,-9.64361,-9.63722,-9.71933,0.57090,3.98667,-3.96948
2022,05,14,20:44:21.630,sun,0.000,0.000000,0.005168,3.555842,-1.46401,-10.33002,-9.75585,-1.69870,-10.21015,-9.72369,-1.85463,-10.17637,-9.70569,-1.87928,-10.18827,-9.70265,-1.57128,-10.17743,-9.67233,-1.66907,0.00195,-1.80267,-10.20382,-9.63425,-0.51987,-10.07284,-9.67860,-1.46785,-10.08530,-9.69356,-9.65757,-9.65729,-9.74349,0.57093,3.98668,-3.96939
2022,05,14,20:44:21.879,sun,0.000,0.000000,0.004332,3.702985,-1.46358,-10.30422,-9.71955,-1.69902,-10.15738,-9.67909,-1.85382,-10.13186,-9.68425,-1.87923,-10.16472,-9.71466,-1.57118,-10.21886,-9.70901,-1.66904,0.00196,-1.80241,-10.23920,-9.67744,-0.52013,-10.09716,-9.69076,-1.46780,-10.10950,-9.69096,-9.63079,-9.63567,-9.72070,0.57094,3.98666,-3.96942
2022,05,14,20:44:22.129,sun,0.000,0.000000,0.006102,8.893904,-1.46371,-10.31827,-9.75266,-1.69906,-10.20372,-9.71841,-1.85507,-10.17705,-9.70586,-1.87918,-10.20475,-9.69730,-1.57201,-10.17733,-9.68151,-1.66909,0.00197,-1.80254,-10.20769,-9.64799,-0.52032,-10.07266,-9.67547,-1.46768,-10.08727,-9.70780,-9.64190,-9.65590,-9.74410,0.57097,3.98667,-3.96941
2022,05,14,20:44:22.380,sun,0.000,0.000000,0.006346,5.151176,-1.46380,-10.28017,-9.71779,-1.69949,-10.15763,-9.68952,-1.85506,-10.12596,-9.68451,-1.87912,-10.16937,-9.71060,-1.57185,-10.21632,-9.70770,-1.66906,0.00196,-1.80306,-10.23853,-9.67532,-0.52015,-10.09700,-9.68536,-1.46747,-10.10630,-9.69159,-9.62690,-9.62574,-9.71187,0.57090,3.98672,-3.96938
2022,05,14,20:44:22.630,sun,0.000,0.000000,0.005485,0.096518,-1.46376,-10.31829,-9.74275,-1.69907,-10.19083,-9.71258,-1.85494,-10.15282,-9.69918,-1.87910,-10.20500,-9.70602,-1.57182,-10.14989,-9.67381,-1.66911,0.00195,-1.80272,-10.20109,-9.63747,-0.51998,-10.07708,-9.65736,-1.46798,-10.08637,-9.70736,-9.65689,-9.64397,-9.73151,0.57089,3.98668,-3.96939
2022,05,14,20:44:22.880,sun,0.000,0.000000,0.003336,3.503382,-1.46426,-10.30122,-9.71297,-1.69913,-10.15395,-9.69044,-1.85518,-10.12688,-9.68616,-1.87905,-10.17615,-9.71515,-1.57189,-10.20180,-9.70609,-1.66910,0.00197,-1.80323,-10.21356,-9.66348,-0.51969,-10.11347,-9.68321,-1.46766,-10.09743,-9.68948,-9.64183,-9.62875,-9.68883,0.57091,3.98675,-3.96945
2022,05,14,20:44:23.129,sun,0.000,0.000000,0.000799,-2.091980,-1.46392,-10.32525,-9.75787,-1.69879,-10.19491,-9.72478,-1.85406,-10.18377,-9.69124,-1.87901,-10.20478,-9.71052,-1.57167,-10.15541,-9.67929,-1.66910,0.00188,-1.80281,-10.18551,-9.63566,-0.51954,-10.08815,-9.67457,-1.46754,-10.07777,-9.70564,-9.66267,-9.65547,-9.74337,0.57089,3.98665,-3.96949
2022,05,14,20:44:23.379,sun,0.000,0.000000,0.004239,7.830591,-1.46445,-10.29905,-9.73060,-1.69967,-10.15369,-9.69372,-1.85525,-10.14743,-9.67706,-1.87906,-10.17745,-9.72135,-1.57227,-10.20339,-9.69394,-1.66908,0.00196,-1.80333,-10.22695,-9.66288,-0.52053,-10.11773,-9.69317,-1.46776,-10.09058,-9.69306,-9.64582,-9.63551,-9.71886,0.57089,3.98662,-3.96946
2022,05,14,20:44:23.630,sun,0.000,0.000000,0.003684,-7.728502,-1.46370,-10.32485,-9.75349,-1.69897,-10.20342,-9.72217,-1.85470,-10.16963,-9.69938,-1.87901,-10.18459,-9.70349,-1.57199,-10.15830,-9.66625,-1.66909,0.00194,-1.80237,-10.19752,-9.62449,-0.51976,-10.08421,-9.67589,-1.46748,-10.07736,-9.70689,-9.65681,-9.65308,-9.73815,0.57090,3.98668,-3.96945
2022,05,14,20:44:23.880,sun,0.000,0.000000,0.003778,4.094373,-1.46345,-10.30438,-9.72650,-1.69920,-10.15808,-9.68695,-1.85504,-10.14797,-9.68338,-1.87895,-10.16401,-9.71442,-1.57255,-10.19581,-9.70016,-1.66911,0.00196,-1.80240,-10.23667,-9.66440,-0.52028,-10.11295,-9.69399,-1.46775,-10.10511,-9.67922,-9.63784,-9.62963,-9.71463,0.57094,3.98672,-3.96947
2022,05,14,20:44:24.130,sun,0.000,0.000000,-0.003071,-31.970623,-1.46372,-10.32885,-9.75929,-1.69886,-10.21256,-9.71276,-1.85427,-10.18044,-9.70365,-1.87895,-10.18507,-9.70442,-1.57221,-10.15958,-9.67491,-1.66910,0.00195,-1.80195,-10.20297,-9.64365,-0.51984,-10.08497,-9.67920,-1.46756,-10.09203,-9.70275,-9.65424,-9.65016,-9.73419,0.57098,3.98668,-3.96954
2022,05,14,20:44:24.380,sun,0.000,0.000000,-0.001166,-25.494481,-1.46389,-10.28813,-9.72847,-1.69922,-10.16361,-9.68480,-1.85488,-10.14579,-9.68679,-1.87889,-10.17011,-9.71227,-1.57240,-10.20573,-9.70608,-1.66902,0.00202,-1.80294,-10.22522,-9.67458,-0.52066,-10.10023,-9.69106,-1.46758,-10.10245,-9.69592,-9.62605,-9.62573,-9.71594,0.57099,3.98671,-3.96947
2022,05,14,20:44:24.629,sun,0.000,0.000000,0.000466,-4.172521,-1.46367,-10.29724,-9.73603,-1.69934,-10.17270,-9.69972,-1.85535,-10.14326,-9.69810,-1.87877,-10.17828,-9.67716,-1.57267,-10.13435,-9.66637,-1.66908,0.00198,-1.80276,-10.16323,-9.60215,-0.52081,-10.05940,-9.66778,-1.46738,-10.05126,-9.68196,-9.63313,-9.62109,-9.70615,0.57095,3.98670,-3.96948
